key,durations
ow<enter>,"[616.6299,665.5469]"
ow<home>,[4719.207]
ow<space>,"[1251.6174,664.2939,847.6428,114096.6326,1630.4385]"
owa,[500.498]
owd,[3829.5146]
owe,"[366.584,472.948,481.4893]"
owi,"[485.2205,419.3811,333.0491,347.5806]"
owl,"[457.9009,804.1692]"
own,"[326.3821,16883.1931]"
owo,"[480.8308,443.7949]"
ows,"[404.8225,457.1895,341.7573,541.2744]"
owt,[423.7397]
owv,"[194.0742,286.5457,185.1973,187.8772]"
ox<space>,[737.8103]
oxe,"[462.9595,581.1316]"
oye,"[936.7688,414.6101,257.834]"
oz<backspace>,"[986.7939,521.2217]"
oze,"[408.3943,530.2622,538.8264,577.3767,510.0471,403.4124,457.2405,418.0447,697.72,531.1848]"
ozk,"[150.7231,98.2896]"
ozt,[273.7993]
oße,"[356.3225,269.3606]"
oöd,"[107.5681,126.1899,178.7778,124.2549,112.6753,312.9805,203.5791]"
oüß,[80.6438]
p-<shift>,[842.8567]
p-s,"[489.2109,827.4033,663.2231]"
p.<enter>,[706.8953]
p<backspace><backspace>,"[666.9568,813.2764,640.1372,839.6194,890.4167,879.7092,722.198,1175.6687,11891.6836]"
p<backspace><shift>,[1169.302]
p<backspace>b,[610.8398]
p<backspace>g,[847.7874]
p<backspace>p,[809.8179]
p<backspace>t,[4089.3464]
p<ctrl_l>,[18746.6001]
p<down><down>,[3451.1587]
p<down><shift>,[10854.5767]
p<enter><up>,[1420.6709]
p<enter>j,[39901.6506]
p<enter>l,[21659.9575]
p<enter>n,[1453318.594]
p<enter>s,[9128.9683]
p<enter>u,[80136.9214]
p<enter>w,[64327.3643]
p<left><left>,[2518.3213]
p<right><enter>,[1310.0269]
p<space><shift>,"[1513.7468,619.1577,766.4097]"
p<space>a,[2466.0925]
p<space>g,"[468.6079,524.5928]"
p<space>h,[2289.657]
p<space>p,[575.3098]
p<space>t,[1242.2695]
p<tab><enter>,"[1555.4185,1404.9531]"
p<tab><tab>,"[1457.0212,1686.0322]"
pa<down>,[658.1575]
paa,"[371.5566,383.0596,415.5562,323.9688,313.9546,324.1724,311.9961]"
pac,[390.0605]
pad,"[254.7529,155.6133]"
pag,[312.1858]
pak,[498.2012]
pal,"[443.499,499.7896]"
par,"[315.502,275.8708]"
pas,"[334.7178,283.3601,462.9602,228.2136,264.6541,273.6367,244.0388,289.7869,396.8674,404.7158,256.425]"
pat,"[271.3521,917.7004]"
pau,"[314.1147,230.343]"
paß,[462.6313]
pba,[678.3286]
pbs,[566.2524]
pda,[329.7]
pe<down>,[2096.9673]
pe<space>,"[563.8823,403.4778]"
pea,[699.9216]
peb,"[346.0933,580.7771]"
pek,"[693.6187,602.3032]"
pel,"[290.3125,272.6396,690.0603,482.3694,451.9099]"
pen,"[302.4236,577.3159,251.345]"
peo,[390.7698]
per,"[602.5869,415.5425,204.1497,309.5166,288.5767,863.804,615.7524,294.187,422.7244,256.9453,302.2915,744.457]"
pes,[278.3311]
pez,"[504.1167,608.176,1062.9224,492.04]"
pf<shift>,[569.3198]
pfa,"[357.5234,630.9087]"
pfe,"[750.4709,288.6484,343.9285,516.6687,343.6382,525.6902,233.6421,653.6609,226.9675,263.97,323.4597]"
pfu,[205.332]
pgo,"[265.365,315.4995,230.3232]"
pgr,[562.1038]
pha,"[167.7014,212.0093,293.1902,117.3093,192.8787,187.7959,188.4495,229.9631,269.0447,149.9351,223.9402]"
pho,"[485.0073,1187.0522,233.2119]"
phs,"[135.3127,97.3018]"
pi<tab>,[454.1931]
pic,[285.3933]
pie,"[251.0801,379.4619,598.8284,374.8943,262.4778,237.0469,326.8621,270.8081,279.9988,292.4092]"
pir,[354.8164]
pko,[707.782]
pkr,"[120.8176,96.0613,215.2395,79.5205,142.5327,172.281,130.7488]"
pl<enter>,[986.2239]
pl<tab>,[476.2534]
pla,"[317.968,295.9072,298.3682,352.3374,260.0583,377.0464,593.8069,323.8386,361.2195]"
ple,"[282.8962,302.8923,612.97,905.2971,383.3105,335.9644,394.1099,313.2881,339.0032,711.7729,355.8403,315.0579,350.5132,451.1133,483.1882,355.7346,373.2012,-403134.7981]"
plo,"[2097.5564,348.7192,619.2405]"
plt,"[335.8311,89.2896,97.9607,133.4043]"
pm<backspace>,[853.5974]
pm<space>,[865.5129]
pme,[1764.7986]
pnu,[220.2439]
po<ctrl_l>,[4179.137]
poi,"[326.2146,364.0166,381.989,326.1736,539.9194,584.8108]"
pon,"[400.8298,455.7979,531.8259,452.3147,297.5723,450.0137]"
poo,[638.2583]
por,"[187.9734,324.6897,237.905,627.501,340.7334,233.9583,241.7588,422.2429,183.5439,243.8445,263.3572,268.5625,207.1538,285.6011,348.8154,347.9719,432.1763,-293088.8793]"
pos,"[272.1943,190.8452,383.6064,214.6885,227.3828,198.4595,511.241,271.332,208.5596]"
pot,[273.7637]
pow,[526.7341]
pp<enter>,[411.2571]
ppb,[813.9602]
ppe,"[366.9402,379.6357,323.0659,366.2195,529.811,642.5679]"
ppo,"[460.6719,367.1743,344.1858]"
pr<backspace>,"[705.1875,22492.8828]"
pr<down>,[708.3188]
pra,"[219.0952,245.1047,239.0496,137.4146,291.0007,179.7007,254.2075,225.2063,211.7178]"
pre,"[266.5762,634.1824,257.5649,243.2122,465.6301,307.2078,191.7212,267.1633,276.8916,1131539.8403,-282931.6173]"
pri,"[651.3147,315.8113,133.0986,936.2188,233.4136]"
pro,"[246.021,256.4949,151.6719,139.843,126.1201,194.0061,400.001,213.8184,842.8213,138.7292,409.4275,198.0415,290.481,126.9692,692.1841,249.2041,299.0723,167.9421,245.584,218.9414,212.8718,320.1128,328.0503,257.4307,221.4641,1277.7649,198.9661,155.6111,965.4478,209.6062,189.1472,221.2253,148.375,181.1958,225.9541,230.4148,157.4194,206.5276,284.7737,120.072,256.7246,656.9497,285.1272,192.6379,204.9431,185.1589,186.4788,187.0444,206.6169,586.5552,225.0142,268.3284,230.8823,245.4971,295.6113,232.4751,209.6633,213.9438,566117.9657,-225584.8004]"
pru,[181.6301]
prz,[698.3726]
prä,"[401.3713,296.0225,914.9663,394.3533,598.5227,372.116,1643.6794,399.4128,280.167,269.074,220.2849,233.3254,303.2634]"
prü,"[285.5776,565.6182,229.6672,337.9368]"
ps<97>,[528.4255]
ps<ctrl_l>,[109928.4768]
ps<enter>,"[394.4775,341.7856]"
ps<shift>,"[846.4597,4789.4568]"
ps<space>,"[811.6436,4887.4875,585.498,670.1458]"
psa,[212.8337]
psi,[174.9353]
psl,[501.3074]
psw,[32780.5679]
"pt,","[577.614,571.897]"
pt.,[915.094]
pt<backspace>,"[654.3027,585.4924,34674.9617,1281.7732]"
pt<delete>,[10722.7788]
pt<page_up>,[7728.8894]
pt<space>,"[249.6619,27047.5471,509.9897,338.9629,1683.1809,127.4956,291.7205,396.8308,327.9092,362.9834,454.8555,323.8525,3485.196,182.7302,328.1848,271.385,333.7314]"
pta,"[352.5547,360.2217]"
pte,"[1274.3828,742.9988,371.4202]"
pti,"[470.8042,348.1248,340.8501,514.2319,161.3162,296.4717,231.0945,200.0393,223.9409,300.0581,450.1445]"
ptm,[1345.4863]
pto,"[649.5593,419.7778,517.084]"
pu<enter>,[944.4939]
puh,"[139.3367,272.2615,139.6211,70.3857,105.6072]"
pun,"[189.083,210.3257,583.9556,276.0071]"
pus,"[481.7571,316.917,398.5386,321.5684,569.6392,280.9902,493.9392,185.5608,364.9138,651.2004]"
put,"[235.8918,448.8833]"
px<right>,[1282.5073]
px<space>,"[769.7087,783.1648,730.5337]"
"py,","[498.5986,2643.8591]"
py<shift>,[1260.2078]
py<space>,[760.551]
pyt,[1248.7112]
pär,[649.3604]
pät,[362.6487]
pür,"[604.8606,691.7002]"
püt,"[587.7197,578.7827]"
q.f,[3835.4568]
q<backspace><backspace>,"[734.2568,2684.6355]"
q<backspace>j,[1609.6262]
q<enter><up>,[10542.6853]
q<enter>s,[5053.7192]
q<shift>&,[534.9146]
qd<ctrl_l>,[1032.3757]
qe<backspace>,[930.7646]
qi<backspace>,"[1045.0967,1083.3455]"
qua,"[188.3726,195.7268,194.6375,182.4739]"
que,"[142.7708,215.4417,241.0923,123.2234,265.0635,180.532,169.0654,160.4751,458.6169,271.9324,466.1873,212.2971,182.5784]"
qui,"[663.127,339.8416,492.9075]"
qx<shift>,[171801.6272]
qxs,[366.5754]
qxv,[301.0698]
"r,,",[1593.9463]
"r,<space>","[2793.2627,349.679,288.6018,869.5449,1045.9746,586.7781,1129.3708,4583.6038,940.9453,22806.679,1051.6191,35382.2742]"
r-<backspace>,[1896.0339]
r-<shift>,"[945.061,1052.0154]"
r-m,"[976.792,659.2983]"
r..,"[254.7539,263.3699]"
r.1,[87369.8105]
r.<enter>,"[400.8501,4010.9387,4817.2649]"
r.<page_down>,[15718.2827]
r.<shift>,[5715.2744]
r.<space>,"[1240.2903,1819.6067,2474.3357,699.8953,5963.926,532.6792,38860.4993,449.2097,-332322.9869]"
r.<up>,[5481.3523]
r.h,[800.8269]
"r<backspace>,",[706.0598]
r<backspace><98>,[829.1387]
r<backspace><backspace>,"[702.6328,647.8999,1256.6492,560.5337,1328.9319,767.3884,1224.6006,795.2031,400.7009,493.1885,927.4302,556.0833,2349.8909,459.7273,500.2917,780.4617,1583.7759,12666.2808,513.4695,2552.9299,689.7065,467.9412,543.1431,617.8811,1065.4626,899.2739,643.2012,1362.3542,781.6536,1237.7285,665.8496,868.4382,882.3557,1492.8955,980.4402,2522.3838,1062.106,697.9058,540.0823,653.8662,-84083.6756,504404.1078]"
r<backspace><ctrl_l>,[2388.5659]
r<backspace><space>,"[1120.4177,733.2141,933.4753]"
r<backspace>a,[648.3867]
r<backspace>b,[1697.9502]
r<backspace>c,"[686.6628,538.1792]"
r<backspace>d,[805.9817]
r<backspace>e,[792.2991]
r<backspace>g,[664.3276]
r<backspace>h,[422.7446]
r<backspace>i,[28255.9365]
r<backspace>l,[594.9661]
r<backspace>n,[919.0725]
r<backspace>p,[1338.8821]
r<backspace>r,"[841.238,758.9241,1137.3237,658.6206,2680.7715,667.0845]"
r<backspace>s,[651.4453]
r<backspace>w,[1250.5886]
r<ctrl_l>,"[22012.8799,31221.9143]"
r<ctrl_l>,[3851.0259]
r<ctrl_l><alt_gr>,"[465.9609,558.8044,538.9092,933.0779,540.6079]"
r<ctrl_l><backspace>,"[1979.1523,556.9119,1434.2488,2639.4561]"
r<ctrl_l><shift>,[1791495.876]
r<delete><delete>,[32524.7534]
r<delete>h,[1308.7224]
r<delete>j,[1148.2505]
r<delete>k,[1081.4438]
r<down><down>,"[1711.7932,2119.9231,1839.6138,2021.8467]"
r<down><space>,[46170.259]
r<down><up>,[1467.6748]
r<end>.,[1536.7773]
r<end><backspace>,[248118.304]
r<end><space>,"[2090.0723,1065.1707]"
r<enter>1,[29289.5337]
r<enter>3,[181017.113]
r<enter><backspace>,"[1277.175,250982.8589]"
r<enter><ctrl_l>,"[94292.3018,10470.3567,71435.4995,2985.7449,380388.9771,4002.9705,942650.4402,907.531,28440.9998,117537.2004,15803.2886]"
r<enter><delete>,[475733.1587]
r<enter><enter>,"[11590.0444,9177.0696,4470.8218,436.5254,2878.5046]"
r<enter><shift>,"[109589.8447,22677.4414,1825.6257]"
r<enter><space>,[20698.613]
r<enter><up>,"[4326.4167,1604.9915]"
r<enter>b,[11013.7756]
r<enter>c,"[9504.2029,45363.5896]"
r<enter>f,[57451.5779]
r<enter>h,[11440.9819]
r<enter>i,[724420.688]
r<enter>j,[1028452.8381]
r<enter>n,"[9970.2275,4400.0359]"
r<enter>p,[51336.9492]
r<enter>s,[2973.9585]
r<enter>t,[104646.2156]
r<esc><space>,[3628.6299]
r<esc>a,[2173.6765]
r<home><delete>,[1921.5486]
r<home><shift>,[9965.6123]
r<left><left>,[960.5911]
r<page_down><page_down>,[160311.3997]
r<page_down><page_up>,[3786.1489]
r<right>+,[4591.021]
r<right><end>,[1169.1919]
r<right><enter>,[704.7327]
r<right><right>,[3363.7451]
"r<shift>""","[1541.2441,474.3184,1426.0867]"
r<shift>&,[2140.6704]
r<shift>),[12900.4299]
r<shift>:,"[491.3767,2700.4905,452.9795,439.1199]"
r<shift><enter>,[167.9934]
r<shift><shift>,"[52134.7415,177955.6169,87751.8718,36443.8066]"
r<shift>>,"[922.2754,8058.6052]"
r<shift>?,"[394.3057,545.4016,405.5779,847.634]"
r<shift>_,[585.7292]
r<shift>a,[49528.7302]
r<shift>f,[57073.4167]
r<shift>p,"[2468.2671,7898.2566]"
r<shift>u,[762.5605]
r<space>-,[1100.7683]
r<space><102>,[585.0989]
r<space><104>,"[6357.1497,461.9819]"
r<space><97>,[699.2458]
r<space><98>,"[528.0601,474.3865]"
r<space><backspace>,"[312.9221,459.9551,895.6895,820.9771,4027.3665,430.4719,376.5034,2885.394,652.863,2769.0266,16895.7925,542.5366,605.5288]"
r<space><ctrl_l>,"[3944.4116,14068.7793]"
r<space><delete>,[53347.6963]
r<space><down>,"[927.3186,1262.9985]"
r<space><end>,"[884.5645,852.7739,641.2454]"
r<space><enter>,[491.5261]
r<space><home>,[94237.606]
r<space><left>,[8481.5786]
r<space><shift>,"[3346.8672,440.1614,398.4131,343.6438,510.4211,412.3435,777.0803,730.8374,496.627,520.3867,442.5791,567.5288,495.1978,2402.3533,793.093,835.5044,869.9197,469.1235,751.0813,531.8755,1096.4695,371.3071,381.3286,797.5271,417.2004,530.5425,650.0422,1609.0203,813.8655,737.4485,404.4238,910.4697,1611.8313,623.8667,425.7949,500.7993,1258.9846,812.3533,506.4065,564.2051,557.5308,387.4575,579.323,648.4541,509.2393,957.0144,806.7615,499.7075,470.4604,1757.0654,559.7139,908.2859,773.5073,473.6169,397.0554,462.1997,628.2195,1103.2202,507.3904,1973.5281,452.0471,351.5056,428.9937,461.0701,377.9641,477.4299,531.6345,546.4851,1004.6223,463.8931,488.7473,1530.8196,476.5186,6362.7163,600.9006,516.6865,396.4131,589.8887,419.6987,3018.2356,709.8315,2919.3765,4393.5867,7124.0171,519.3823,1844.3005,834.5913,408.7759,494.4736,498.7314,430.2617,654.9187,940.4578,506.3843,457.124,1233.97,489.2583,817.6638,391.0388,519.4756,3847.3989,442.0381,457.7542,696.5293,1610.7078,645.3354,403.1729,434.3701,788.8867,437.2388,435.4678,483.7256,475.8958,404.8931,529.2634,684.199,318.9673,445.1914,436.9368,390.6272,684.916,1938.8853,386.8088,543.3938,665.9106,458.8772,449.188,398.0608,956.8218,446.0867,1094.4944,421.3726,444.3176,525.4934,1719.854,442.8979,534.1543,1045.3091,454.9924,469.5737,478.1118,477.4517,555014.6666,-133284.8205,395484.568,140289.5214,264493.1327,416301.2497]"
r<space><space>,"[87.0593,184.3657,105.0327,122.489,266.5034,78.8909,896.1008,142.9841,95.5645,95.4585,127.571,682.4644,112.9246,4779.877,106.3523,77.3613,423.1152,104.2878,104.053,130.8218,258.6128,129.3752,141.0681,41.8748,157.0283,104.7668,123.8789,44.3074,354.624,166.2712,79.8672,154.439,122.2898,293.897,68.8733,97.7654,241.8926,140.5044,105.7844,74.1377,1118.3538,41656.4666,94.9722,149.9048,726.6189,150.2217,105.1653,98.3677,185.7844,3329.4536]"
r<space>a,"[641.8118,208.2058,5363.2595,181.2158,351.7942,386.2524,261.564,548.9744,233.1948,1217.3271,377.7178,439.3804,10744.9382,301.918,1467.3115,418.7866,245.8025,226.5398,247.0569,621.7642,279.7393,549.0007,306.7742,243.1587,556585.4118]"
r<space>b,"[310.6592,490.9822,319.4778,939.0415,371.3005,380.6951,482.2234,5558.0081,375.8911,1123.8655]"
r<space>c,[1102.887]
r<space>d,"[286.4617,358.0295,268.6064,1059.3689,211.9797,257.4607,207.9819,287.5767,611.771,264.5513,199.8628,283.9988,375.5251,193.3623,313.7009,213.4355,309.958,363.0813,276.6943,635.0789,1525.718,571.5923,684.1462,209.4863,231.4814,141.9634,207.5879,181.7761,533.8831,264.6689,590.9683,392.2788,250.26,226.4619,8986.2449,268.1375,508.6621,1029.6821,284.5664,1056.1958,-39416.3163,756867.2673,-1018336.5299,-255882.5171]"
r<space>e,"[340.2766,258.9175,255.1458,295.2883,333.4343,349.3799,3361.979,257.1472,235.1489,527.6899,590.8948,1591.7358,284.6414,1640.688,319.6877,265.6079,406.5288,380.9424,461.47,2483.2051,258.6729,532.7341,1849.5396,192.9167,226.4951,220.2949,274.3396,203.6929,-494533.3496]"
r<space>f,"[485.0605,1233.1011,310.2202,1064.9753,328.8367,532.5361,419.6362]"
r<space>g,"[219.6191,251.063,238.0027,325.9998,306.8755,217.2322,297.8611,334.6858,288.5286,240.0388,324.667,269.8716,294.4734,12491.8303,226.3948,240.1375,366.1028,325.4351,665.2976,354.2031,263.1077,-1167680.1616]"
r<space>h,"[1793.1443,612.3533,479.1292,425.678,1116.0146,472.1816]"
r<space>i,"[3224.3433,393.6023,477.5566,415.8806,167.0569,5813.6152,309.0574,270.8191,294.9397,373.1697,486.092,732.6904,277.5049,313.7129,286.6707,317.7468,239.0005,3051.4111,415.4287,688.2625,825.6282,307.6992,288.8406,416.0347,219.3809,84505.0759,146689.6623]"
r<space>j,[424.4868]
r<space>k,"[1763.2917,2204.9824,840.0342,580.7102,1229.0244,738.6362]"
r<space>l,"[271.9719,872.6533,329.6294,274.0906,305.8823,867.3213,736.2043]"
r<space>m,"[8886.7947,1280.658,3662.9297,429.103,278.8528,267.6562,304.698,706.7173,309.6013,215.9568,230.3171,467.9434,268.1013,463.1858,396.1753]"
r<space>n,"[439.072,305.7957,287.6958,249.5295,282.3831,385.9441,883.2363,204.6292,726.4111,227.741,6656.8887,162.9617,310.8047,302.0098,802.7083,181.1013,226.2039,315.2117,305.0916,3071.7031,648.0339,235.1274,500.2202,191.1782,12819.3408,1832.0022,227.5767,505.8596,553093.4696,1899.3603,325642.6657,-252742.219]"
r<space>o,"[1494.2705,1122.9553,260.4763,305.7634,291.6853,1628.4548,702.9749]"
r<space>p,[470.1299]
r<space>r,[658.1108]
r<space>s,"[212.1763,196.9263,290.2678,326.2578,1021.9097,491.2344,301.9568,1418.793,418.1577,504.0461,492.9607,241.4817,382.9734,345.2646,304.564,232.7227,804.5063,315.9866,272.6086,571.0017,535.7942,536.9932,356.2878,214.9504,4146.6243,271.8674,860.0044,375.0793,453.4604,279.7646,273.0295,261.7222,5557.7896,205.8757,741.2683,299.4338,252.2952,254.1892,218.1726,601.9639,534.175,302.7905,289.9727,289.4077,272.0413,244.4229,724.1768,48300.4684,-275105.6608]"
r<space>t,"[497.3164,2781.7129,393.9746,1451.2524]"
r<space>u,"[49356.5254,4876.918,7869.4268,8683.675,781.8945,5229.4927,815.7012,820.3296,991.3909,2101.3076,1647.0161,264.5293,1607.7849,309.3018]"
r<space>v,"[209.772,431.7075,681.4695,459.0776,299.6218,20279.8313,575.6672,459.5474]"
r<space>w,"[549.4583,603.605,449.7598,387.092,231.2759,1108.2263,240.1611,626.4214,311.5073,877.4316,1494.8035,356.4626,390.5437,355.6736,541.1729,342776.0028,-138683.7048]"
r<space>z,"[666.6797,290.8074,582.2056,259.2966,748.2288,499.9573]"
r<space>ü,"[2739.2776,1274.0701]"
r<tab><shift>,"[747.9277,1040.0281,1017.448]"
r<up><left>,[4155.7559]
ra<backspace>,"[1139.8445,676.3806,728.979,610.9607]"
rab,[796.0562]
rac,"[10.2202,6.1797,561.4868,280.8123,264.8667,446.9043,598.5029,4.9448,5.8003,348.1731,325.864,216.7888,306.9536,247.4358,287.9148,246.6721,294.4841,306.947,228.8315,10.6748,384.9075,474.573,347.4375,348.8799,646.7051,348.8611,294.5059,263.0381,216.946,7.6462,7.3062,10.6821,253.3535]"
rad,"[229.1936,994.426,207.4873,205.5693,184.0334]"
raf,"[251.2725,172.5085,226.6223]"
rag,"[611.8936,174.7542,211.4182,253.0327,392.8716,324.2307,224.199,204.5217,243.3745,424.1116,239.2727,860.46,365.6699,266.9802,196.5486,510.6833,250.8062,211.0454,189.6663,206.4038,345.0837,214.8479,281.9956,199.1545,260.8308,246.7317,210.7769,181.5779,-1134490.9983]"
rah,"[192.4202,689.5974]"
rai,[255.4734]
rak,"[346.8525,236.7725,293.9919,328.6543,523.0156,393.4146,426.3757,268.8035,273.1731,316.543,604.7317,664.7441,275.3101,305.1394,290.9646,814.7507,396.7864,1951.6497]"
ral,"[377.0688,337.2463,546.6211,432.0894]"
ram,"[258.9714,53024.5291,493.6079,295.8965,288.9983,244.0579,205.2683,152.2627,207.6548,198.6155]"
ran,"[255.814,473.4861,225.0884,797.0471,313.7402,183.843,446.3608,205.8015,113.2471]"
rap,[247.0088]
rar,"[473.9214,275.5386,639.1138,590.1663,263.2668,268.6799,365.4031,720.8647]"
ras,[302.1318]
rat,"[355.3101,507.9568,266.8813,734.8806,667.8826,226.7051]"
rau,"[333.9993,130.4587,137.5955,171.698,146.375,179.5054,263.9839,155.9846,164.4771,242.9319,817.1313,581.605,170.3674,570.8994,138.9592,211.4104,259.6904,217.0991,207.8979,711.2021,164.4131,300.5481,219.0154,-641061.4457]"
rb<backspace>,[841.9795]
rba,[403.8708]
rbe,"[238.1318,276.9458,236.4507,283.1548,253.8535,221.783,265.1606,251.7029,257.5801,296.3936,639.2217,288.0354,375.6714,259.8787,324.9011,247.7356,301.2822,325.856,358.6824,276.3337,203.5142,266.9646,466.2,257.127,226.8701,373.6621,238.7869,297.8237,285.217,284.9563,206.0696,995.9846,608.8926,349.4934,298.77,266.8621,238.886,299.1157,252.3506,350.23,274.8601,256.8069,250.0415,313.0349,264.6973,249.7759,251.7463,280.3889,269.9248,475662.0992]"
rbi,[253.1511]
rbl,[361.5891]
rbr,"[381.2385,10195.1621]"
rbu,"[307.4573,845.438,1038.6616]"
rc<backspace>,"[866.6738,323.0674,633.9968,331.4939,749.0786,410.7551,504.2437]"
rcd,[354.1226]
rcf,[255.584]
rcg,"[183.5139,207.8125,208.3523,206.9219,240.5945]"
rch,"[246.9006,279.9353,286.6782,227.7739,376.9119,567.2822,322.8567,228.021,234.3174,261.4976,391.0093,226.2981,222.8325,337.3357,237.9871,499.9814,259.9973,406.1357,218.2544,196.4675]"
rck,[131.1306]
rcl,"[183.3936,166.0535]"
rcs,[173.3386]
rcu,"[97.3279,111.4307,79.1863,62.0186,112.9805,166.1316,79.2744,421.6465,88.1243,88.0747,126.8625,140.6404,124.1589,95.5305,88.2405,77.0439,97.0457,96.9539,61.4822,105.1257,97.2576,78.0696,80.0088,52.6453,122.8262,849.6099,198.8792,79.1873,124.0356,126.4114,87.9775,128.917,51.0593,34.8804,157.6831,94.7407,141.6748,70.4407,140.0527,120.2844,79.5234,146.7561,77.8796,97.4138,121.3682,142.0957,88.3186,133.5063,232.127,77.2578,113.1606,80.6938,88.0034,79.6836,89.6555,60.0061,139.3174,107.6609,638.7119,34.9204,87.5208,62.1523,505.9648]"
rcz,"[104.1128,107.6528,96.6367,193.4639,97.6533,53.1331,79.4778,87.3174,106.5354,106.6741,131.3198,87.9204,114.2427,114.813]"
rcä,"[299.103,140.6572]"
"rd,",[529.6992]
rd-,"[1784.0271,990.8135]"
rd.,"[871.7058,364.0159]"
rd<enter>,"[586.9358,1790.4675,312.5002]"
rd<space>,"[415.1536,476.5444,323.5183,176.8313,390.2322,5622.4868,5110.0703,313.3799]"
rd<tab>,[1027.4946]
rda,"[117.2598,72.7102,132.9001,86.9148,68.6379,193.7854,428.2615,86.4146,114.6536]"
rde,"[874.7952,208.6147,162.676,235.9641,144.0266,192.0295,245.2175,207.5574,151.5945,1391.6565,668.0408,234.386,197.4595,235.3198,169.1536,216.5168,123.895,160.0317,166.9219,437.7795,226.853,517.9653,437.6792,168.0435,197.688,394.0986,205.8943,170.9338,1101.011,181.1865,227.7673,179.8208,244.9209,148.6975,189.6951,176.199,186.3438,183.7659,231.9556,197.2263,164.3831,242.1877,184.873,219.073,815.2769,366.9197,183.9834,178.0413,219.1143,186.7634,217.3293,158.5603,167.9917,213.7725,298992.8074,-583926.8793]"
rdi,"[178.4016,170.3694,242.4536,215.0813,237.9966,294.5767,171.7935]"
rdl,[166.145]
rdn,"[377.134,356.8765,345.4133,367.5342,473.0881,358.9785,1880.8252,359.9187,343.3552]"
rdr,"[1307.3865,405.4199]"
re.,[408.5515]
re<backspace>,"[437.5615,605.3379,745.4167,712.6697,668.6943]"
re<down>,[966.8872]
re<shift>,"[1294.5603,353806.906,655.658]"
re<space>,"[359.9958,412.6055,545.4556,408.4539,2329.0105,632.304,464.6758,401.0117,340.4507,322.0286,403.998,376.9038,1325.2495,431.082,760.3542,534.4224,178.894,384.543,385.7766,1359.9739,6629.4692,632.0791,378.575,399.2693,367.563,680.3079,1664.8157,437.4827,2462.6379,356.5154,522.5115,340.251,429.4961,1186.0085,699.2441,354.5437,761.6003,1036.2874,904.4746,364.9224,338.6914,4763.6841,307.7593,184.877,577.9995,64512.7881]"
re<tab>,[1165.9375]
rea,"[199.8782,288.4592,134.5134,238.5508,199.2559,1215.0054,220.3496,200.6121,205.6738,224.2095,176.0671,167.4651,234.6899,231.0447]"
reb,"[754.3472,260.3218]"
rec,"[325.634,213.4199,271.4866,290.26,289.2803,417.2529,298.1868,223.2852,336.2896,646.4221,313.7605,264.1016,276.4014,304.6741,587.29,271.9519,280.4573]"
red,"[179.0903,187.4048]"
ree,"[333.4253,351.095,318.6729,239.095,300.02,307.248,305.1948,407.405,395.2234,310.8062,323.2378]"
ref,"[188.0435,187.717,348.0068,263.5386,515.6414,284.061,306.6255,301.5842]"
reg,"[396.9968,230.9688,304.7144,151.3997,1251.7178,249.7583,209.2727,610.2585]"
reh,"[275.0439,331.2058,316.0767]"
rei,"[109.9673,175.5918,149.0212,186.6602,302.7405,198.1001,217.5195,190.8218,147.8977,264.8101,230.4055,175.4358,202.0903,181.8491,198.9297,141.5178,175.8804,213.8164,176.9158,216.5115,250.2322,227.0823,184.877,215.0959,161.6873,213.5808,219.4348,614.8218,192.9622,148.0369,219.5742,171.2178,210.7253,196.6482,206.4646,269.7615,177.2271,235.3821,138.9458,211.9731,196.1763,156.9355,247.6055,256.2402,188.9043,193.1245,975.9128,156.8608,213.5232,182.7883,197.8762,175.5127,174.5791,208.6663]"
rek,"[261.9844,205.2812,191.895,178.4927,246.429,168.5684,183.0996,217.0662,253.708,268.9443,244.625,206.0283,213.5166,422.9241,167.9836,177.2263,207.2893,415.7971,166.3318,288.2327,180.2646,149.7058,191.3208,205.0146,194.4182,333.7366,226.0925,228.4812,181.9023]"
rel,"[558.2405,183.6604,210.9978,308.1431]"
rem,"[217.0808,215.7256,205.8784]"
ren,"[362.0498,375.2444,198.6157,292.1003,188.9316,317.4141,205.9871,678.0403,191.9087,270.3604,207.4702,584.4575,518.7532,227.2615,272.4541,249.5471,200.417,541.802,813.4106,346.9773,233.0952,270.9749,260.5178,243.7363,1942.7356,199.938,195.2217,291.1443,293.6187,313.7188,166.9194,274.333,246.6028,223.6741,324.7285,854.7114,230.9565,309.4307,289.0273,194.1772,240.3708,249.3623,525.9873,237.1562,244.4158,679.1479,293.2742,233.5757,695.0564,259.3845,434.4404,228.8989,236.1387,246.3738,583.0806,253.4548,203.8735,273.0295,241.821,594.4673,173.4597,763.8704,183.5056,315.4351,186.1763,218.991,547.9065,327.9331,441.8042,244.5427,244.2935,183.4922,170.8811,307.7417,628186.5446,457974.4195,94077.3603]"
rep,"[427.1133,312.4058,1021.3611,505.3508,458.728,481.1904,1214.8301]"
req,"[248.1567,1114.5361]"
rer,"[252.1426,395.1416,508.5474,225.4004,240.5662,257.7993,210.6394,220.6863,234.6458,188.5752,205.5098,204.7046,234.3574]"
res,"[201.9668,269.9917,291.655,303.2605,267.7527,259.4563,433.0688,191.4717,205.6089,255.063,293.9771,229.9819,127.9937,288.6235,855.812,292.3599]"
ret,[217.8599]
